customer_id,last_purchase_days_ago,total_orders,total_spent_usd,support_tickets_opened,is_churned,churn_risk_score,predicted_churn
CUST-1548,33,5,245.7,2,0,14.5,0
CUST-1549,66,7,989.82,2,0,1.2,0
CUST-1550,33,3,231.1,1,0,17.8,0
CUST-1551,86,7,558.21,3,0,3.1,0
CUST-1552,36,11,717.03,0,0,0.5,0
CUST-1553,37,13,232.85,0,0,9.4,0
CUST-1554,94,11,495.67,1,0,5.4,0
CUST-1555,23,8,679.51,3,0,5.8,0
CUST-1556,6,6,299.32,1,0,9.7,0
CUST-1557,1,19,629.8,4,0,2.2,0
CUST-1558,63,12,434.99,0,0,8.3,0
CUST-1559,43,5,715.14,1,0,1.4,0
CUST-1560,54,5,240.86,2,1,27.6,0
CUST-1561,10,5,636.52,0,0,1.2,0
CUST-1562,6,21,1679.2,0,0,0.1,0
CUST-1563,1,6,346.03,0,0,9.6,0
CUST-1564,19,6,241.28,0,1,18.5,0
CUST-1565,40,14,1366.34,0,0,0.2,0
CUST-1566,22,24,2847.75,1,0,0.0,0
CUST-1567,25,7,720.9,2,0,1.3,0
CUST-1568,105,29,775.6,3,0,1.2,0
CUST-1569,19,14,673.21,3,0,0.4,0
CUST-1570,32,12,622.32,3,0,1.6,0
CUST-1571,68,12,181.84,2,0,18.7,0
CUST-1572,22,24,2099.34,1,0,0.0,0
CUST-1573,43,6,568.53,2,0,2.6,0
CUST-1574,89,14,1300.23,1,0,2.4,0
CUST-1575,134,9,758.03,1,0,1.9,0
CUST-1576,7,15,820.49,1,0,0.2,0
CUST-1577,117,18,704.96,2,0,1.1,0
CUST-1578,30,8,436.62,1,1,21.3,0
CUST-1579,13,18,1446.13,0,0,0.1,0
CUST-1580,27,8,1071.57,0,0,1.4,0
CUST-1581,176,10,699.02,2,0,3.5,0
CUST-1582,30,26,1780.53,0,0,0.1,0
CUST-1583,17,23,374.84,1,0,14.2,0
CUST-1584,45,19,1586.1,1,0,0.1,0
CUST-1585,12,14,1951.55,2,0,0.2,0
CUST-1586,3,7,435.97,3,0,7.9,0
CUST-1587,6,26,1545.19,1,0,0.0,0
CUST-1588,6,8,419.86,1,0,13.3,0
CUST-1589,7,27,2686.32,0,0,0.1,0
CUST-1590,6,14,219.51,4,0,10.4,0
CUST-1591,46,6,764.25,0,0,1.3,0
CUST-1592,9,21,1214.31,2,0,0.0,0
CUST-1593,19,9,759.3,0,0,0.6,0
CUST-1594,102,7,727.72,0,0,1.9,0
CUST-1595,28,14,503.24,4,0,2.0,0
CUST-1596,49,11,724.42,4,0,4.4,0
CUST-1597,8,4,228.2,4,0,18.0,0
CUST-1598,9,23,695.9,1,0,0.2,0
CUST-1599,1,11,1299.4,3,0,0.6,0
CUST-1600,8,16,867.28,3,0,1.2,0
CUST-1601,14,4,117.52,0,0,11.6,0
CUST-1602,8,6,409.81,0,0,7.2,0
CUST-1603,4,4,95.26,3,0,16.7,0
CUST-1604,5,16,798.37,1,0,0.2,0
CUST-1605,27,16,1270.42,4,0,0.1,0
CUST-1606,10,15,329.93,2,0,10.6,0
CUST-1607,20,28,2684.67,0,0,0.1,0
CUST-1608,31,9,634.12,0,0,0.9,0
CUST-1609,52,10,1043.0,1,0,0.9,0
CUST-1610,1,2,207.28,1,0,10.0,0
CUST-1611,72,19,927.15,1,0,0.6,0
CUST-1612,44,25,1241.54,1,0,0.1,0
CUST-1613,3,14,1232.22,0,0,0.2,0
CUST-1614,93,16,514.9,1,0,4.7,0
CUST-1615,114,12,387.96,1,1,45.7,0
CUST-1616,2,22,979.53,2,0,0.0,0
CUST-1617,14,11,279.27,0,0,10.1,0
CUST-1618,73,11,320.56,3,0,22.6,0
CUST-1619,62,16,477.38,3,0,3.0,0
CUST-1620,9,10,543.29,0,0,2.8,0
CUST-1621,10,10,527.7,2,0,3.0,0
CUST-1622,20,6,680.1,5,1,38.8,0
CUST-1623,29,15,824.1,2,0,0.2,0
CUST-1624,43,12,754.2,0,0,0.2,0
CUST-1625,20,2,330.39,3,0,9.5,0
CUST-1626,27,13,137.7,0,0,12.2,0
CUST-1627,61,8,599.73,1,0,2.4,0
CUST-1628,1,7,405.15,2,0,8.6,0
CUST-1629,13,11,874.21,0,0,0.3,0
CUST-1630,56,13,602.64,1,0,0.9,0
CUST-1631,101,13,711.37,2,0,1.5,0
CUST-1632,32,6,782.82,1,0,1.5,0
CUST-1633,34,7,611.22,0,0,1.8,0
CUST-1634,5,3,169.34,1,0,10.0,0
CUST-1635,26,22,875.42,3,0,1.0,0
CUST-1636,34,26,834.6,3,0,0.2,0
CUST-1637,12,12,579.1,0,0,0.4,0
CUST-1638,14,19,1132.39,5,0,0.1,0
CUST-1639,21,17,2802.43,4,0,0.1,0
CUST-1640,1,6,430.59,2,0,5.7,0
CUST-1641,17,5,214.83,0,1,16.1,0
CUST-1642,10,7,74.46,1,1,47.5,0
CUST-1643,17,7,273.28,0,0,19.5,0
CUST-1644,5,21,1014.3,1,0,0.0,0
CUST-1645,99,6,455.6,1,0,5.1,0
CUST-1646,40,7,346.05,3,0,19.0,0
CUST-1647,51,10,1691.57,1,0,0.9,0
CUST-1648,70,13,741.91,0,0,1.0,0
CUST-1649,31,14,1617.42,1,0,0.2,0
CUST-1650,4,32,659.87,2,0,0.3,0
CUST-1651,34,11,700.99,0,0,0.5,0
CUST-1652,39,28,1100.8,2,0,0.1,0
CUST-1653,61,5,586.69,0,0,1.6,0
CUST-1654,25,10,515.18,1,0,5.1,0
CUST-1655,6,7,927.68,1,0,1.0,0
CUST-1656,15,18,1712.59,3,0,0.0,0
CUST-1657,20,5,236.59,1,0,15.4,0
CUST-1658,46,9,285.19,1,0,15.8,0
CUST-1659,38,10,409.06,2,0,10.4,0
CUST-1660,19,3,164.28,4,0,20.2,0
CUST-1661,193,31,2938.59,2,0,1.7,0
CUST-1662,41,17,1105.85,1,0,0.1,0
CUST-1663,12,20,2093.4,1,0,0.0,0
CUST-1664,4,6,829.83,0,0,1.0,0
CUST-1665,7,15,1007.28,2,0,0.1,0
CUST-1666,12,21,716.26,2,0,0.2,0
CUST-1667,7,3,244.89,2,0,10.2,0
CUST-1668,9,9,1616.1,1,0,0.5,0
CUST-1669,15,18,1944.53,2,0,0.0,0
CUST-1670,8,12,936.59,2,0,0.1,0
CUST-1671,102,8,297.11,2,0,29.5,0
CUST-1672,3,27,1574.68,1,0,0.0,0
CUST-1673,33,10,216.3,3,0,17.2,0
CUST-1674,23,8,243.13,3,0,12.0,0
CUST-1675,181,9,743.5,1,0,2.6,0
CUST-1676,5,10,181.98,3,0,12.8,0
CUST-1677,22,5,265.4,2,0,11.5,0
CUST-1678,157,17,478.03,4,0,24.0,0
CUST-1679,90,8,251.51,2,0,17.4,0
CUST-1680,76,15,1018.36,3,0,2.9,0
CUST-1681,13,19,777.91,1,0,0.2,0
CUST-1682,8,10,243.05,3,0,11.2,0
CUST-1683,49,17,786.36,1,0,0.2,0
CUST-1684,119,11,260.62,3,1,58.5,1
CUST-1685,36,12,1535.47,0,0,0.1,0
CUST-1686,38,12,1173.42,0,0,0.1,0
CUST-1687,14,9,877.84,1,0,0.5,0
CUST-1688,66,39,1497.61,2,0,0.4,0
CUST-1689,9,4,336.77,1,0,7.9,0
CUST-1690,17,15,1107.59,0,0,0.1,0
CUST-1691,24,23,927.72,2,0,0.0,0
CUST-1692,31,10,625.89,0,0,1.4,0
CUST-1693,12,8,166.9,3,0,15.0,0
CUST-1694,5,12,387.21,2,0,8.0,0
CUST-1695,42,14,861.59,2,0,1.3,0
CUST-1696,15,9,431.71,1,0,5.9,0
CUST-1697,39,5,399.7,0,0,8.0,0
CUST-1698,7,30,1231.43,0,0,0.1,0
CUST-1699,29,10,524.85,1,0,3.0,0
CUST-1700,34,8,517.54,2,0,6.8,0
CUST-1701,2,12,465.98,4,0,3.6,0
CUST-1702,18,12,623.09,3,0,1.5,0
CUST-1703,6,5,367.68,3,0,9.7,0
CUST-1704,2,6,889.33,2,0,1.0,0
CUST-1705,207,9,350.86,1,1,46.3,0
CUST-1706,17,23,1106.63,0,0,0.1,0
CUST-1707,74,19,2041.08,2,0,0.4,0
CUST-1708,13,4,490.07,0,0,2.7,0
CUST-1709,51,27,2398.6,4,0,0.3,0
CUST-1710,64,14,1690.67,2,0,0.8,0
CUST-1711,40,13,488.06,0,0,2.0,0
CUST-1712,28,25,2858.79,0,0,0.1,0
CUST-1713,23,16,1596.05,1,0,0.0,0
CUST-1714,19,7,218.03,1,0,27.8,0
CUST-1715,119,7,370.76,2,1,67.0,1
CUST-1716,79,11,141.46,0,0,23.4,0
CUST-1717,150,12,844.6,0,0,5.8,0
CUST-1718,5,12,1358.22,1,0,0.1,0
CUST-1719,59,7,325.9,2,0,20.5,0
CUST-1720,125,9,303.12,1,0,35.5,0
CUST-1721,8,9,288.94,3,0,10.8,0
CUST-1722,3,18,1154.02,1,0,0.0,0
CUST-1723,60,10,883.83,1,0,0.9,0
CUST-1724,38,48,7198.16,3,0,0.1,0
CUST-1725,82,8,95.7,2,0,31.2,0
CUST-1726,6,13,1818.02,2,0,0.1,0
CUST-1727,71,5,363.18,1,0,15.7,0
CUST-1728,10,6,661.1,3,0,2.0,0
CUST-1729,8,8,771.64,2,0,1.7,0
CUST-1730,8,13,864.51,2,0,1.2,0
CUST-1731,75,5,324.98,2,0,14.6,0
CUST-1732,49,14,1137.75,1,0,0.3,0
CUST-1733,33,5,277.58,2,0,14.6,0
CUST-1734,20,9,524.58,1,0,3.0,0
CUST-1735,94,3,272.61,0,0,26.5,0
CUST-1736,22,26,1011.19,2,0,0.0,0
CUST-1737,76,6,696.35,1,0,2.2,0
CUST-1738,26,10,1107.02,4,0,5.3,0
CUST-1739,21,8,386.17,2,0,10.4,0
CUST-1740,27,23,2101.83,1,0,0.1,0
CUST-1741,16,11,933.13,0,0,0.3,0
CUST-1742,61,18,812.59,0,0,0.3,0
CUST-1743,31,10,952.32,2,0,0.7,0
CUST-1744,11,8,1163.97,1,0,1.2,0
CUST-1745,103,14,1655.86,1,0,2.2,0
CUST-1746,21,8,192.83,2,0,13.8,0
CUST-1747,35,5,432.64,0,0,5.4,0
CUST-1748,106,5,538.89,4,1,13.9,0
CUST-1749,44,11,476.08,1,0,3.3,0
CUST-1750,5,20,2321.4,0,0,0.1,0
CUST-1751,126,15,602.29,2,1,14.2,0
CUST-1752,44,6,330.99,0,0,12.2,0
CUST-1753,18,12,494.16,0,0,1.8,0
CUST-1754,6,10,368.73,0,1,20.1,0
CUST-1755,71,4,324.77,0,0,11.2,0
CUST-1756,43,20,514.17,4,0,7.0,0
CUST-1757,34,18,1027.27,2,0,0.1,0
CUST-1758,100,13,1055.82,4,0,2.6,0
CUST-1759,69,8,332.46,1,0,17.4,0
CUST-1760,7,19,2418.24,2,0,0.0,0
CUST-1761,16,5,299.43,1,0,8.9,0
CUST-1762,12,19,3008.29,0,0,0.1,0
CUST-1763,61,5,118.21,1,1,30.8,0
CUST-1764,1,9,747.6,2,0,0.7,0
CUST-1765,37,22,1621.34,2,0,0.1,0
CUST-1766,64,25,1287.27,2,0,0.4,0
CUST-1767,94,10,667.4,1,0,1.6,0
CUST-1768,18,13,1172.89,1,0,0.1,0
CUST-1769,77,13,1300.32,2,0,1.5,0
CUST-1770,5,3,183.27,0,1,9.8,0
CUST-1771,84,23,1924.77,0,0,0.8,0
CUST-1772,6,15,581.52,1,0,0.3,0
CUST-1773,22,27,2730.25,2,0,0.0,0
CUST-1774,71,17,2399.82,3,0,0.4,0
CUST-1775,7,4,422.02,2,0,8.4,0
CUST-1776,11,10,412.37,1,0,8.7,0
CUST-1777,57,15,521.36,2,0,1.8,0
CUST-1778,57,8,1704.84,1,0,1.4,0
CUST-1779,46,17,2312.0,3,0,0.1,0
CUST-1780,53,14,1403.23,1,0,0.4,0
CUST-1781,35,12,1756.07,0,0,0.1,0
CUST-1782,13,8,523.51,1,0,4.9,0
CUST-1783,19,15,1487.89,0,0,0.1,0
CUST-1784,9,7,885.71,3,0,2.0,0
CUST-1785,107,10,554.99,1,1,25.0,0
CUST-1786,39,4,345.97,2,0,11.2,0
CUST-1787,23,5,593.9,1,0,1.6,0
CUST-1788,27,14,463.72,4,0,3.2,0
CUST-1789,132,12,625.36,0,0,5.8,0
CUST-1790,7,16,1876.72,0,0,0.1,0
CUST-1791,39,19,1422.69,2,0,0.1,0
CUST-1792,31,18,1244.4,1,0,0.1,0
CUST-1793,42,8,514.67,2,1,24.5,0
CUST-1794,1,16,1985.94,1,0,0.0,0
CUST-1795,92,8,284.66,1,0,17.1,0
CUST-1796,121,4,199.7,0,1,41.4,0
CUST-1797,37,7,178.85,2,1,34.7,0
CUST-1798,53,27,1469.98,1,0,0.1,0
CUST-1799,115,1,72.73,0,0,28.5,0
CUST-1800,55,2,32.66,2,0,25.8,0
CUST-1801,7,13,509.15,2,0,2.7,0
CUST-1802,38,20,1496.23,1,0,0.1,0
CUST-1803,41,13,1114.22,1,0,0.1,0
CUST-1804,24,9,1481.88,2,0,0.8,0
CUST-1805,60,14,1303.53,1,0,0.5,0
CUST-1806,122,18,1073.88,1,0,0.5,0
CUST-1807,116,10,715.83,2,0,2.9,0
CUST-1808,26,3,219.12,0,0,15.0,0
CUST-1809,5,8,399.8,3,0,10.0,0
CUST-1810,188,19,1457.2,2,0,0.7,0
CUST-1811,82,9,436.12,1,0,11.4,0
CUST-1812,5,27,2131.35,3,0,0.0,0
CUST-1813,114,8,514.35,5,0,24.3,0
CUST-1814,91,3,174.14,1,0,28.1,0
CUST-1815,32,14,826.99,1,0,0.3,0
CUST-1816,40,4,407.67,2,0,8.4,0
CUST-1817,22,7,675.21,2,0,1.4,0
CUST-1818,2,6,337.38,0,1,11.9,0
CUST-1819,18,3,299.12,0,0,9.5,0
CUST-1820,73,8,508.32,4,0,15.0,0
CUST-1821,1,12,769.58,1,0,0.2,0
CUST-1822,18,23,1150.06,0,0,0.1,0
CUST-1823,22,24,3723.29,0,0,0.1,0
CUST-1824,34,6,876.95,2,0,1.6,0
CUST-1825,113,2,86.95,2,1,38.5,0
CUST-1826,19,9,487.81,3,0,3.1,0
CUST-1827,19,9,742.33,1,0,0.6,0
CUST-1828,60,5,456.49,2,0,5.0,0
CUST-1829,27,12,403.1,2,0,8.3,0
CUST-1830,11,14,524.95,2,0,1.0,0
CUST-1831,27,6,29.26,0,0,22.6,0
CUST-1832,6,2,182.92,1,0,8.1,0
CUST-1833,8,3,71.86,2,0,29.7,0
CUST-1834,31,3,131.15,0,0,15.9,0
CUST-1835,24,16,1732.96,0,0,0.1,0
CUST-1836,110,32,3376.58,3,0,2.6,0
CUST-1837,20,6,902.66,2,0,1.4,0
CUST-1838,39,5,892.04,2,0,1.5,0
CUST-1839,45,10,2612.06,1,0,0.8,0
CUST-1840,1,18,958.08,1,0,0.0,0
CUST-1841,49,4,182.46,0,0,23.0,0
CUST-1842,8,15,1264.81,3,0,0.1,0
CUST-1843,146,11,285.91,1,0,45.7,0
CUST-1844,7,21,1205.13,0,0,0.1,0
CUST-1845,24,6,435.7,3,0,7.3,0
CUST-1846,4,2,176.02,1,0,7.8,0
CUST-1847,259,11,1028.39,2,0,2.2,0
CUST-1848,31,10,563.08,1,0,1.4,0
CUST-1849,40,20,576.65,0,0,0.4,0
CUST-1850,3,18,599.08,2,0,0.3,0
CUST-1851,62,13,191.85,0,0,12.2,0
CUST-1852,10,8,373.33,1,0,16.2,0
CUST-1853,102,21,536.71,1,0,3.1,0
CUST-1854,10,5,243.7,1,0,11.5,0
CUST-1855,9,11,922.17,1,0,0.3,0
CUST-1856,1,24,703.43,1,0,0.2,0
CUST-1857,28,3,210.67,0,1,19.9,0
CUST-1858,37,13,727.16,5,0,1.7,0
CUST-1859,3,8,650.42,0,0,2.5,0
CUST-1860,67,5,462.42,0,0,4.4,0
CUST-1861,27,7,376.62,3,1,26.3,0
CUST-1862,33,11,734.34,1,0,0.5,0
CUST-1863,26,7,392.5,3,0,11.9,0
CUST-1864,23,18,894.4,2,0,0.0,0
CUST-1865,36,20,846.11,2,0,0.2,0
CUST-1866,7,11,964.05,1,0,0.3,0
CUST-1867,9,22,2986.77,2,0,0.0,0
CUST-1868,89,12,1521.8,0,0,1.5,0
CUST-1869,131,4,109.6,1,1,54.1,1
CUST-1870,21,5,671.82,0,0,1.4,0
CUST-1871,14,36,1299.32,1,0,0.0,0
CUST-1872,46,9,653.69,0,0,1.3,0
CUST-1873,23,16,1284.99,1,0,0.0,0
CUST-1874,1,9,203.13,1,0,11.9,0
CUST-1875,7,18,1076.18,3,0,0.0,0
CUST-1876,56,9,1251.35,0,0,1.0,0
CUST-1877,48,8,87.35,0,1,34.5,0
CUST-1878,1,22,4888.2,2,0,0.0,0
CUST-1879,11,10,142.17,1,0,13.4,0
CUST-1880,11,20,1582.61,4,0,0.1,0
CUST-1881,50,24,561.26,0,0,1.7,0
CUST-1882,1,19,1644.01,1,0,0.0,0
CUST-1883,4,27,3339.9,2,0,0.0,0
CUST-1884,72,10,1052.58,4,0,11.1,0
CUST-1885,8,9,1035.78,3,0,0.6,0
CUST-1886,47,36,2024.16,1,0,0.1,0
CUST-1887,12,3,73.51,1,0,25.9,0
CUST-1888,4,8,1107.99,2,0,2.4,0
CUST-1889,12,7,1360.45,0,0,1.0,0
CUST-1890,57,10,704.64,1,0,1.1,0
CUST-1891,87,5,261.55,0,0,17.3,0
CUST-1892,79,11,435.82,1,0,10.1,0
CUST-1893,22,15,1521.22,0,0,0.1,0
CUST-1894,49,2,236.38,4,1,29.0,0
CUST-1895,10,8,418.59,1,0,10.2,0
CUST-1896,15,5,777.28,5,0,10.2,0
CUST-1897,101,6,579.61,1,0,2.1,0
CUST-1898,1,15,1049.74,0,0,0.1,0
CUST-1899,4,1,80.65,2,0,18.0,0
CUST-1900,10,8,271.38,1,0,10.6,0
CUST-1901,1,10,1007.55,2,0,0.5,0
CUST-1902,9,15,532.2,3,0,0.6,0
CUST-1903,39,15,721.96,2,0,0.2,0
CUST-1904,24,3,191.21,0,0,12.7,0
CUST-1905,100,5,886.82,1,0,1.4,0
CUST-1906,76,16,1229.93,2,0,2.3,0
CUST-1907,18,11,416.86,0,0,7.0,0
CUST-1908,13,24,1939.76,0,0,0.1,0
CUST-1909,21,15,1399.32,4,0,0.1,0
CUST-1910,40,15,1938.32,1,0,0.1,0
CUST-1911,14,5,328.4,2,0,8.4,0
CUST-1912,44,14,584.58,2,0,0.6,0
CUST-1913,23,6,1222.19,0,0,1.1,0
CUST-1914,36,10,809.27,2,0,0.8,0
CUST-1915,25,8,304.44,3,0,11.7,0
CUST-1916,15,13,849.26,2,0,0.2,0
CUST-1917,133,6,288.88,2,1,70.8,1
CUST-1918,64,7,935.38,0,0,1.0,0
CUST-1919,6,6,556.64,0,0,2.5,0
CUST-1920,91,25,1367.33,3,0,0.7,0
CUST-1921,30,7,827.62,1,0,2.0,0
CUST-1922,101,14,869.92,1,0,4.6,0
CUST-1923,72,9,579.71,1,0,2.6,0
CUST-1924,24,12,491.98,2,0,1.9,0
CUST-1925,1,22,897.23,3,0,0.0,0
CUST-1926,14,7,1373.08,2,0,1.2,0
CUST-1927,35,12,1381.03,1,0,0.1,0
CUST-1928,45,26,433.68,0,0,6.8,0
CUST-1929,13,21,732.89,0,0,0.2,0
CUST-1930,6,9,270.63,1,0,10.4,0
CUST-1931,81,11,760.57,2,0,2.0,0
CUST-1932,187,6,306.73,2,1,67.7,1
CUST-1933,33,25,3717.59,2,0,0.1,0
CUST-1934,8,21,1138.24,0,0,0.1,0
CUST-1935,14,26,4810.12,3,0,0.0,0
CUST-1936,1,11,696.35,2,0,0.5,0
CUST-1937,110,9,1867.68,3,0,1.9,0
CUST-1938,5,10,587.43,1,0,1.3,0
CUST-1939,38,21,1248.7,2,0,0.1,0
CUST-1940,14,17,1931.92,1,0,0.0,0
CUST-1941,36,29,3026.09,2,0,0.1,0
CUST-1942,47,16,425.34,1,0,7.3,0
CUST-1943,79,6,420.9,2,0,17.6,0
CUST-1944,10,12,609.87,0,0,0.4,0
CUST-1945,1,15,729.37,0,0,0.2,0
CUST-1946,6,12,839.35,2,0,0.2,0
CUST-1947,103,5,277.91,0,1,36.5,0
CUST-1948,93,17,1265.15,0,0,0.8,0
CUST-1949,40,20,676.55,2,0,0.3,0
CUST-1950,41,11,244.27,1,0,11.6,0
CUST-1951,49,7,812.96,6,0,9.6,0
CUST-1952,8,20,2527.95,1,0,0.0,0
CUST-1953,110,22,2465.05,1,0,0.8,0
CUST-1954,24,9,612.7,0,0,1.2,0
CUST-1955,21,5,264.68,1,0,11.9,0
CUST-1956,32,12,533.69,1,0,1.0,0
CUST-1957,2,33,1293.47,4,0,0.1,0
CUST-1958,8,3,190.04,0,0,10.5,0
CUST-1959,60,28,3489.95,1,0,0.1,0
CUST-1960,3,4,168.23,0,0,10.0,0
CUST-1961,41,7,873.34,1,0,1.4,0
CUST-1962,12,4,92.34,1,0,11.7,0
CUST-1963,22,6,460.4,0,0,3.5,0
CUST-1964,15,6,517.85,0,0,4.5,0
CUST-1965,19,10,475.8,0,0,3.0,0
CUST-1966,57,12,387.85,2,0,17.1,0
CUST-1967,15,6,645.11,1,0,1.3,0
CUST-1968,37,21,1436.23,1,0,0.1,0
CUST-1969,29,7,1698.45,2,0,2.0,0
CUST-1970,49,22,2765.76,4,0,0.1,0
CUST-1971,124,27,3409.63,2,0,0.3,0
CUST-1972,59,5,44.45,0,0,26.5,0
CUST-1973,10,10,426.12,1,0,6.0,0
CUST-1974,1,23,683.09,1,0,1.2,0
CUST-1975,13,7,98.63,4,1,46.2,0
CUST-1976,40,7,455.8,0,0,4.9,0
CUST-1977,2,18,1907.83,1,0,0.0,0
CUST-1978,30,18,622.15,1,0,1.3,0
CUST-1979,40,4,59.23,2,1,41.8,0
CUST-1980,18,3,109.69,1,0,11.1,0
CUST-1981,66,7,422.49,5,1,42.0,0
CUST-1982,5,16,922.03,2,0,0.0,0
CUST-1983,3,6,402.59,0,0,6.9,0
CUST-1984,58,10,852.63,1,0,1.0,0
CUST-1985,30,14,925.37,2,0,0.2,0
CUST-1986,52,3,328.13,1,0,17.0,0
CUST-1987,25,12,420.13,1,0,8.4,0
CUST-1988,12,5,280.65,1,0,8.6,0
CUST-1989,76,8,748.13,0,0,2.8,0
CUST-1990,72,14,1103.45,0,0,1.0,0
CUST-1991,53,7,1210.69,0,0,1.1,0
CUST-1992,14,8,288.24,3,0,10.7,0
CUST-1993,40,32,3023.86,0,0,0.1,0
CUST-1994,20,12,529.33,1,0,1.0,0
CUST-1995,4,16,655.39,2,0,0.3,0
CUST-1996,112,7,850.26,1,0,2.6,0
CUST-1997,6,11,722.08,1,0,0.4,0
CUST-1998,135,8,624.2,1,0,9.4,0
CUST-1999,26,9,417.21,1,0,10.8,0
